Module	Section	Sample Name	Source
QualiMap	insert_size_histogram	WT_3_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/WT_3_BAMqc/raw_data_qualimapReport/insert_size_histogram.txt
QualiMap	mapped_gc_distribution	AMB_1_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/AMB_1_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	AMB_2_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/AMB_2_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	AMB_3_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/AMB_3_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	WT_1_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/WT_1_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	WT_2_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/WT_2_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
QualiMap	mapped_gc_distribution	WT_3_BAMqc	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/align/hisat2/WT_3_BAMqc/raw_data_qualimapReport/mapped_reads_gc-content_distribution.txt
featureCounts	all_sections	AMB_1.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
featureCounts	all_sections	AMB_2.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
featureCounts	all_sections	AMB_3.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
featureCounts	all_sections	WT_1.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
featureCounts	all_sections	WT_2.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
featureCounts	all_sections	WT_3.sort	/home/zpzhou/wuyue/snakemake/RNApipe/project/yeast_data/output/quantify/featureCounts/genome.tsv.summary
